date,network,delay_category,is_weekend,is_rush_hour,count
2023-01-05,streetcar,uncategorized,False,False,1
2023-01-05,streetcar,weather,False,False,1
2023-01-05,streetcar,weather,False,True,1
2023-01-05,subway,crowding,False,False,26
2023-01-05,subway,crowding,False,True,3
2023-01-05,subway,mechanical,False,False,9
2023-01-05,subway,operational,False,False,4
2023-01-05,subway,operational,False,True,1
2023-01-05,subway,uncategorized,False,False,4
2023-01-05,subway,uncategorized,False,True,3
2023-01-06,bus,crowding,False,False,14
2023-01-06,bus,crowding,False,True,1
2023-01-06,bus,mechanical,False,False,50
2023-01-06,bus,mechanical,False,True,22
2023-01-06,bus,operational,False,False,17
2023-01-06,bus,operational,False,True,7
2023-01-06,bus,uncategorized,False,False,8
2023-01-06,bus,weather,False,False,7
2023-01-06,bus,weather,False,True,2
2023-01-06,streetcar,crowding,False,False,6
2023-01-06,streetcar,crowding,False,True,2
2023-01-06,streetcar,mechanical,False,False,5
2023-01-06,streetcar,operational,False,False,13
2023-01-06,streetcar,operational,False,True,1
2023-01-06,streetcar,uncategorized,False,False,4
2023-01-06,streetcar,weather,False,True,1
2023-01-06,subway,crowding,False,False,32
2023-01-06,subway,crowding,False,True,6
2023-01-06,subway,mechanical,False,False,5
2023-01-06,subway,mechanical,False,True,3
2023-01-06,subway,operational,False,False,2
2023-01-06,subway,operational,False,True,2
2023-01-06,subway,uncategorized,False,False,6
2023-01-06,subway,uncategorized,False,True,1
2023-01-07,bus,crowding,True,False,16
2023-01-07,bus,mechanical,True,False,35
2023-01-07,bus,operational,True,False,22
2023-01-07,bus,uncategorized,True,False,14
2023-01-07,bus,weather,True,False,3
2023-01-07,streetcar,crowding,True,False,5
2023-01-07,streetcar,mechanical,True,False,6
2023-01-07,streetcar,operational,True,False,20
2023-01-07,streetcar,uncategorized,True,False,4
2023-01-07,streetcar,weather,True,False,3
2023-01-07,subway,crowding,True,False,34
2023-01-07,subway,mechanical,True,False,3
2023-01-07,subway,operational,True,False,9
2023-01-07,subway,uncategorized,True,False,4
2023-01-08,bus,crowding,True,False,13
2023-01-08,bus,mechanical,True,False,36
2023-01-08,bus,operational,True,False,22
2023-01-08,bus,uncategorized,True,False,5
2023-01-08,bus,weather,True,False,4
2023-01-08,streetcar,crowding,True,False,8
2023-01-08,streetcar,mechanical,True,False,6
2023-01-08,streetcar,operational,True,False,10
2023-01-08,streetcar,uncategorized,True,False,2
2023-01-08,streetcar,weather,True,False,2
2023-01-08,subway,crowding,True,False,35
2023-01-08,subway,mechanical,True,False,4
2023-01-08,subway,operational,True,False,5
2023-01-08,subway,uncategorized,True,False,2
2023-01-09,bus,crowding,False,False,15
2023-01-09,bus,crowding,False,True,4
2023-01-09,bus,mechanical,False,False,42
2023-01-09,bus,mechanical,False,True,17
2023-01-09,bus,operational,False,False,30
2023-01-09,bus,operational,False,True,3
2023-01-09,bus,uncategorized,False,False,8
2023-01-09,bus,uncategorized,False,True,2
2023-01-09,bus,weather,False,False,9
2023-01-09,bus,weather,False,True,1
2023-01-09,streetcar,crowding,False,False,2
2023-01-09,streetcar,crowding,False,True,1
2023-01-09,streetcar,mechanical,False,False,3
2023-01-09,streetcar,operational,False,False,15
2023-01-09,streetcar,operational,False,True,3
2023-01-09,streetcar,uncategorized,False,False,1
2023-01-09,streetcar,weather,False,False,2
2023-01-09,streetcar,weather,False,True,1
2023-01-09,subway,crowding,False,False,34
2023-01-09,subway,crowding,False,True,10
2023-01-09,subway,mechanical,False,False,7
2023-01-09,subway,mechanical,False,True,3
2023-01-09,subway,operational,False,False,13
2023-01-09,subway,operational,False,True,4
2023-01-09,subway,uncategorized,False,False,5
2023-01-10,bus,crowding,False,False,12
2023-01-10,bus,crowding,False,True,2
2023-01-10,bus,mechanical,False,False,47
2023-01-10,bus,mechanical,False,True,19
2023-01-10,bus,operational,False,False,18
2023-01-10,bus,operational,False,True,4
2023-01-10,bus,uncategorized,False,False,3
2023-01-10,bus,weather,False,False,4
2023-01-10,streetcar,crowding,False,False,5
2023-01-10,streetcar,mechanical,False,False,6
2023-01-10,streetcar,mechanical,False,True,3
2023-01-10,streetcar,operational,False,False,5
2023-01-10,streetcar,operational,False,True,3
2023-01-10,streetcar,uncategorized,False,False,4
2023-01-10,streetcar,uncategorized,False,True,1
2023-01-10,streetcar,weather,False,False,3
2023-01-10,subway,crowding,False,False,30
2023-01-10,subway,crowding,False,True,5
2023-01-10,subway,mechanical,False,False,4
2023-01-10,subway,mechanical,False,True,1
2023-01-10,subway,operational,False,False,3
2023-01-10,subway,operational,False,True,5
2023-01-10,subway,uncategorized,False,False,3
2023-01-11,bus,crowding,False,False,8
2023-01-11,bus,crowding,False,True,3
2023-01-11,bus,mechanical,False,False,42
2023-01-11,bus,mechanical,False,True,18
2023-01-11,bus,operational,False,False,24
2023-01-11,bus,operational,False,True,6
2023-01-11,bus,uncategorized,False,False,6
2023-01-11,bus,uncategorized,False,True,2
2023-01-11,bus,weather,False,False,6
2023-01-11,bus,weather,False,True,2
2023-01-11,streetcar,crowding,False,False,6
2023-01-11,streetcar,mechanical,False,False,6
2023-01-11,streetcar,mechanical,False,True,2
2023-01-11,streetcar,operational,False,False,2
2023-01-11,streetcar,operational,False,True,4
2023-01-11,streetcar,uncategorized,False,False,4
2023-01-11,streetcar,uncategorized,False,True,1
2023-01-11,streetcar,weather,False,False,3
2023-01-11,subway,crowding,False,False,30
2023-01-11,subway,crowding,False,True,8
2023-01-11,subway,mechanical,False,False,3
2023-01-11,subway,mechanical,False,True,3
2023-01-11,subway,operational,False,False,4
2023-01-11,subway,operational,False,True,3
2023-01-11,subway,uncategorized,False,False,5
2023-01-12,bus,crowding,False,False,13
2023-01-12,bus,crowding,False,True,3
2023-01-12,bus,mechanical,False,False,45
2023-01-12,bus,mechanical,False,True,10
2023-01-12,bus,operational,False,False,19
2023-01-12,bus,operational,False,True,5
2023-01-12,bus,uncategorized,False,False,7
2023-01-12,bus,weather,False,False,7
2023-01-12,bus,weather,False,True,3
2023-01-12,streetcar,crowding,False,False,4
2023-01-12,streetcar,mechanical,False,False,6
2023-01-12,streetcar,mechanical,False,True,1
2023-01-12,streetcar,operational,False,False,9
2023-01-12,streetcar,operational,False,True,4
2023-01-12,streetcar,weather,False,False,2
2023-01-12,subway,crowding,False,False,39
2023-01-12,subway,crowding,False,True,11
2023-01-12,subway,mechanical,False,False,3
2023-01-12,subway,mechanical,False,True,1
2023-01-12,subway,operational,False,False,9
2023-01-12,subway,operational,False,True,1
2023-01-12,subway,uncategorized,False,False,4
2023-01-12,subway,uncategorized,False,True,2
2023-01-13,bus,crowding,False,False,15
2023-01-13,bus,crowding,False,True,2
2023-01-13,bus,mechanical,False,False,56
2023-01-13,bus,mechanical,False,True,21
2023-01-13,bus,operational,False,False,54
2023-01-13,bus,operational,False,True,10
2023-01-13,bus,uncategorized,False,False,17
2023-01-13,bus,uncategorized,False,True,6
2023-01-13,bus,weather,False,False,6
2023-01-13,streetcar,crowding,False,False,12
2023-01-13,streetcar,crowding,False,True,1
2023-01-13,streetcar,mechanical,False,False,6
2023-01-13,streetcar,mechanical,False,True,2
2023-01-13,streetcar,operational,False,False,10
2023-01-13,streetcar,operational,False,True,5
2023-01-13,streetcar,uncategorized,False,False,4
2023-01-13,streetcar,weather,False,True,2
2023-01-13,subway,crowding,False,False,32
2023-01-13,subway,crowding,False,True,5
2023-01-13,subway,mechanical,False,False,5
2023-01-13,subway,mechanical,False,True,2
2023-01-13,subway,operational,False,False,7
2023-01-13,subway,operational,False,True,3
2023-01-13,subway,uncategorized,False,False,7
2023-01-13,subway,uncategorized,False,True,1
2023-01-14,bus,crowding,True,False,16
2023-01-14,bus,mechanical,True,False,60
2023-01-14,bus,operational,True,False,20
2023-01-14,bus,uncategorized,True,False,3
2023-01-14,bus,weather,True,False,7
2023-01-14,streetcar,crowding,True,False,5
2023-01-14,streetcar,mechanical,True,False,8
2023-01-14,streetcar,operational,True,False,10
2023-01-14,streetcar,uncategorized,True,False,7
2023-01-14,streetcar,weather,True,False,1
2023-01-14,subway,crowding,True,False,34
2023-01-14,subway,mechanical,True,False,5
2023-01-14,subway,operational,True,False,7
2023-01-14,subway,uncategorized,True,False,3
2023-01-15,bus,crowding,True,False,16
2023-01-15,bus,mechanical,True,False,39
2023-01-15,bus,operational,True,False,22
2023-01-15,bus,uncategorized,True,False,6
2023-01-15,bus,weather,True,False,5
2023-01-15,streetcar,crowding,True,False,8
2023-01-15,streetcar,mechanical,True,False,2
2023-01-15,streetcar,operational,True,False,6
2023-01-15,streetcar,uncategorized,True,False,6
2023-01-15,streetcar,weather,True,False,1
2023-01-15,subway,crowding,True,False,31
2023-01-15,subway,mechanical,True,False,4
2023-01-15,subway,operational,True,False,5
2023-01-15,subway,uncategorized,True,False,3
2023-01-16,bus,crowding,False,False,7
2023-01-16,bus,crowding,False,True,2
2023-01-16,bus,mechanical,False,False,43
2023-01-16,bus,mechanical,False,True,16
2023-01-16,bus,operational,False,False,15
2023-01-16,bus,operational,False,True,5
2023-01-16,bus,uncategorized,False,False,3
2023-01-16,bus,uncategorized,False,True,2
2023-01-16,bus,weather,False,False,4
2023-01-16,bus,weather,False,True,2
2023-01-16,streetcar,crowding,False,False,4
2023-01-16,streetcar,crowding,False,True,1
2023-01-16,streetcar,mechanical,False,False,2
2023-01-16,streetcar,mechanical,False,True,2
2023-01-16,streetcar,operational,False,False,5
2023-01-16,streetcar,operational,False,True,2
2023-01-16,streetcar,uncategorized,False,False,1
2023-01-16,streetcar,weather,False,False,2
2023-01-16,streetcar,weather,False,True,2
2023-01-16,subway,crowding,False,False,23
2023-01-16,subway,crowding,False,True,10
2023-01-16,subway,mechanical,False,False,13
2023-01-16,subway,mechanical,False,True,3
2023-01-16,subway,operational,False,False,8
2023-01-16,subway,operational,False,True,1
2023-01-16,subway,uncategorized,False,False,3
2023-01-17,bus,crowding,False,False,20
2023-01-17,bus,crowding,False,True,3
2023-01-17,bus,mechanical,False,False,44
2023-01-17,bus,mechanical,False,True,18
2023-01-17,bus,operational,False,False,32
2023-01-17,bus,operational,False,True,6
2023-01-17,bus,uncategorized,False,False,5
2023-01-17,bus,uncategorized,False,True,3
2023-01-17,bus,weather,False,False,4
2023-01-17,bus,weather,False,True,3
2023-01-17,streetcar,crowding,False,False,5
2023-01-17,streetcar,crowding,False,True,2
2023-01-17,streetcar,mechanical,False,False,1
2023-01-17,streetcar,mechanical,False,True,4
2023-01-17,streetcar,operational,False,False,10
2023-01-17,streetcar,uncategorized,False,False,2
2023-01-17,streetcar,uncategorized,False,True,3
2023-01-17,streetcar,weather,False,False,9
2023-01-17,subway,crowding,False,False,32
2023-01-17,subway,crowding,False,True,5
2023-01-17,subway,mechanical,False,False,2
2023-01-17,subway,mechanical,False,True,1
2023-01-17,subway,operational,False,False,8
2023-01-17,subway,operational,False,True,2
2023-01-17,subway,uncategorized,False,False,4
2023-01-17,subway,uncategorized,False,True,1
2023-01-17,subway,weather,False,False,1
2023-01-18,bus,crowding,False,False,20
2023-01-18,bus,mechanical,False,False,28
2023-01-18,bus,mechanical,False,True,9
2023-01-18,bus,operational,False,False,21
2023-01-18,bus,operational,False,True,4
2023-01-18,bus,uncategorized,False,False,6
2023-01-18,bus,weather,False,False,7
2023-01-18,bus,weather,False,True,1
2023-01-18,streetcar,crowding,False,False,11
2023-01-18,streetcar,crowding,False,True,1
2023-01-18,streetcar,mechanical,False,False,2
2023-01-18,streetcar,mechanical,False,True,4
2023-01-18,streetcar,operational,False,False,6
2023-01-18,streetcar,operational,False,True,5
2023-01-18,streetcar,uncategorized,False,False,2
2023-01-18,streetcar,uncategorized,False,True,3
2023-01-18,streetcar,weather,False,False,1
2023-01-18,streetcar,weather,False,True,1
2023-01-18,subway,crowding,False,False,26
2023-01-18,subway,crowding,False,True,8
2023-01-18,subway,mechanical,False,False,5
2023-01-18,subway,operational,False,False,5
2023-01-18,subway,operational,False,True,1
2023-01-18,subway,uncategorized,False,False,5
2023-01-19,bus,crowding,False,False,13
2023-01-19,bus,crowding,False,True,3
2023-01-19,bus,mechanical,False,False,50
2023-01-19,bus,mechanical,False,True,15
2023-01-19,bus,operational,False,False,17
2023-01-19,bus,operational,False,True,3
2023-01-19,bus,uncategorized,False,False,4
2023-01-19,bus,weather,False,False,3
2023-01-19,streetcar,crowding,False,False,6
2023-01-19,streetcar,crowding,False,True,1
2023-01-19,streetcar,mechanical,False,False,5
2023-01-19,streetcar,mechanical,False,True,3
2023-01-19,streetcar,operational,False,False,7
2023-01-19,streetcar,operational,False,True,1
2023-01-19,streetcar,uncategorized,False,False,2
2023-01-19,streetcar,weather,False,False,2
2023-01-19,streetcar,weather,False,True,2
2023-01-19,subway,crowding,False,False,32
2023-01-19,subway,crowding,False,True,6
2023-01-19,subway,mechanical,False,False,5
2023-01-19,subway,mechanical,False,True,4
2023-01-19,subway,operational,False,False,3
2023-01-19,subway,uncategorized,False,False,8
2023-01-19,subway,uncategorized,False,True,2
2023-01-19,subway,weather,False,True,1
2023-01-20,bus,crowding,False,False,12
2023-01-20,bus,crowding,False,True,6
2023-01-20,bus,mechanical,False,False,47
2023-01-20,bus,mechanical,False,True,14
2023-01-20,bus,operational,False,False,12
2023-01-20,bus,operational,False,True,7
2023-01-20,bus,uncategorized,False,False,4
2023-01-20,bus,weather,False,False,8
2023-01-20,bus,weather,False,True,1
2023-01-20,streetcar,crowding,False,False,8
2023-01-20,streetcar,crowding,False,True,1
2023-01-20,streetcar,mechanical,False,False,2
2023-01-20,streetcar,mechanical,False,True,1
2023-01-20,streetcar,operational,False,False,11
2023-01-20,streetcar,operational,False,True,3
2023-01-20,streetcar,uncategorized,False,False,7
2023-01-20,streetcar,uncategorized,False,True,3
2023-01-20,streetcar,weather,False,False,6
2023-01-20,subway,crowding,False,False,44
2023-01-20,subway,crowding,False,True,4
2023-01-20,subway,mechanical,False,False,6
2023-01-20,subway,mechanical,False,True,1
2023-01-20,subway,operational,False,False,6
2023-01-20,subway,uncategorized,False,False,4
2023-01-21,bus,crowding,True,False,20
2023-01-21,bus,mechanical,True,False,48
2023-01-21,bus,operational,True,False,25
2023-01-21,bus,uncategorized,True,False,12
2023-01-21,bus,weather,True,False,14
2023-01-21,streetcar,crowding,True,False,8
2023-01-21,streetcar,mechanical,True,False,8
2023-01-21,streetcar,operational,True,False,16
2023-01-21,streetcar,uncategorized,True,False,6
2023-01-21,streetcar,weather,True,False,3
2023-01-21,subway,crowding,True,False,27
2023-01-21,subway,mechanical,True,False,12
2023-01-21,subway,operational,True,False,3
2023-01-21,subway,uncategorized,True,False,7
2023-01-22,bus,crowding,True,False,13
2023-01-22,bus,mechanical,True,False,47
2023-01-22,bus,operational,True,False,16
2023-01-22,bus,uncategorized,True,False,7
2023-01-22,bus,weather,True,False,4
2023-01-22,streetcar,crowding,True,False,5
2023-01-22,streetcar,mechanical,True,False,8
2023-01-22,streetcar,operational,True,False,15
2023-01-22,streetcar,uncategorized,True,False,9
2023-01-22,streetcar,weather,True,False,2
2023-01-22,subway,crowding,True,False,33
2023-01-22,subway,mechanical,True,False,3
2023-01-22,subway,operational,True,False,5
2023-01-22,subway,uncategorized,True,False,4
2023-01-23,bus,crowding,False,False,12
2023-01-23,bus,crowding,False,True,1
2023-01-23,bus,mechanical,False,False,36
2023-01-23,bus,mechanical,False,True,13
2023-01-23,bus,operational,False,False,29
2023-01-23,bus,operational,False,True,6
2023-01-23,bus,uncategorized,False,False,4
2023-01-23,bus,weather,False,False,5
2023-01-23,bus,weather,False,True,2
2023-01-23,streetcar,crowding,False,False,5
2023-01-23,streetcar,crowding,False,True,2
2023-01-23,streetcar,mechanical,False,False,5
2023-01-23,streetcar,mechanical,False,True,1
2023-01-23,streetcar,operational,False,False,17
2023-01-23,streetcar,operational,False,True,2
2023-01-23,streetcar,uncategorized,False,False,6
2023-01-23,streetcar,uncategorized,False,True,1
2023-01-23,streetcar,weather,False,False,5
2023-01-23,subway,crowding,False,False,27
2023-01-23,subway,crowding,False,True,9
2023-01-23,subway,mechanical,False,False,7
2023-01-23,subway,mechanical,False,True,1
2023-01-23,subway,operational,False,False,10
2023-01-23,subway,uncategorized,False,False,4
2023-01-24,bus,crowding,False,False,18
2023-01-24,bus,crowding,False,True,2
2023-01-24,bus,mechanical,False,False,51
2023-01-24,bus,mechanical,False,True,16
2023-01-24,bus,operational,False,False,30
2023-01-24,bus,operational,False,True,4
2023-01-24,bus,uncategorized,False,False,6
2023-01-24,bus,uncategorized,False,True,1
2023-01-24,bus,weather,False,False,7
2023-01-24,bus,weather,False,True,3
2023-01-24,streetcar,crowding,False,False,9
2023-01-24,streetcar,crowding,False,True,3
2023-01-24,streetcar,mechanical,False,False,3
2023-01-24,streetcar,operational,False,False,5
2023-01-24,streetcar,operational,False,True,1
2023-01-24,streetcar,uncategorized,False,False,3
2023-01-24,streetcar,weather,False,False,3
2023-01-24,subway,crowding,False,False,39
2023-01-24,subway,crowding,False,True,5
2023-01-24,subway,mechanical,False,False,7
2023-01-24,subway,mechanical,False,True,1
2023-01-24,subway,operational,False,False,5
2023-01-24,subway,operational,False,True,3
2023-01-24,subway,uncategorized,False,False,4
2023-01-24,subway,uncategorized,False,True,1
2023-01-25,bus,crowding,False,False,9
2023-01-25,bus,crowding,False,True,1
2023-01-25,bus,mechanical,False,False,70
2023-01-25,bus,mechanical,False,True,27
2023-01-25,bus,operational,False,False,41
2023-01-25,bus,operational,False,True,15
2023-01-25,bus,uncategorized,False,False,89
2023-01-25,bus,uncategorized,False,True,61
2023-01-25,bus,weather,False,False,4
2023-01-25,bus,weather,False,True,4
2023-01-25,streetcar,crowding,False,False,6
2023-01-25,streetcar,mechanical,False,False,6
2023-01-25,streetcar,mechanical,False,True,2
2023-01-25,streetcar,operational,False,False,10
2023-01-25,streetcar,operational,False,True,7
2023-01-25,streetcar,uncategorized,False,False,9
2023-01-25,streetcar,uncategorized,False,True,9
2023-01-25,streetcar,weather,False,False,1
2023-01-25,streetcar,weather,False,True,1
2023-01-25,subway,crowding,False,False,22
2023-01-25,subway,crowding,False,True,10
2023-01-25,subway,mechanical,False,False,12
2023-01-25,subway,mechanical,False,True,1
2023-01-25,subway,operational,False,False,10
2023-01-25,subway,operational,False,True,3
2023-01-25,subway,uncategorized,False,False,4
2023-01-25,subway,uncategorized,False,True,1
2023-01-26,bus,crowding,False,False,19
2023-01-26,bus,crowding,False,True,1
2023-01-26,bus,mechanical,False,False,75
2023-01-26,bus,mechanical,False,True,20
2023-01-26,bus,operational,False,False,48
2023-01-26,bus,operational,False,True,10
2023-01-26,bus,uncategorized,False,False,5
2023-01-26,bus,uncategorized,False,True,13
2023-01-26,bus,weather,False,False,2
2023-01-26,bus,weather,False,True,3
2023-01-26,streetcar,crowding,False,False,2
2023-01-26,streetcar,mechanical,False,False,4
2023-01-26,streetcar,mechanical,False,True,3
2023-01-26,streetcar,operational,False,False,15
2023-01-26,streetcar,operational,False,True,1
2023-01-26,streetcar,uncategorized,False,False,13
2023-01-26,streetcar,uncategorized,False,True,4
2023-01-26,streetcar,weather,False,False,5
2023-01-26,streetcar,weather,False,True,1
2023-01-26,subway,crowding,False,False,29
2023-01-26,subway,crowding,False,True,9
2023-01-26,subway,mechanical,False,False,5
2023-01-26,subway,mechanical,False,True,2
2023-01-26,subway,operational,False,False,10
2023-01-26,subway,operational,False,True,4
2023-01-26,subway,uncategorized,False,False,4
2023-01-27,bus,crowding,False,False,11
2023-01-27,bus,crowding,False,True,3
2023-01-27,bus,mechanical,False,False,51
2023-01-27,bus,mechanical,False,True,22
2023-01-27,bus,operational,False,False,32
2023-01-27,bus,operational,False,True,9
2023-01-27,bus,uncategorized,False,False,4
2023-01-27,bus,uncategorized,False,True,3
2023-01-27,bus,weather,False,False,8
2023-01-27,streetcar,crowding,False,False,12
2023-01-27,streetcar,mechanical,False,False,10
2023-01-27,streetcar,mechanical,False,True,2
2023-01-27,streetcar,operational,False,False,11
2023-01-27,streetcar,operational,False,True,1
2023-01-27,streetcar,uncategorized,False,False,2
2023-01-27,streetcar,uncategorized,False,True,4
2023-01-27,streetcar,weather,False,False,3
2023-01-27,streetcar,weather,False,True,1
2023-01-27,subway,crowding,False,False,25
2023-01-27,subway,crowding,False,True,8
2023-01-27,subway,mechanical,False,False,3
2023-01-27,subway,mechanical,False,True,5
2023-01-27,subway,operational,False,False,7
2023-01-27,subway,operational,False,True,4
2023-01-27,subway,uncategorized,False,False,2
2023-01-27,subway,uncategorized,False,True,1
2023-01-28,bus,crowding,True,False,19
2023-01-28,bus,mechanical,True,False,44
2023-01-28,bus,operational,True,False,19
2023-01-28,bus,uncategorized,True,False,8
2023-01-28,bus,weather,True,False,6
2023-01-28,streetcar,crowding,True,False,10
2023-01-28,streetcar,mechanical,True,False,7
2023-01-28,streetcar,operational,True,False,7
2023-01-28,streetcar,uncategorized,True,False,5
2023-01-28,subway,crowding,True,False,41
2023-01-28,subway,mechanical,True,False,2
2023-01-28,subway,operational,True,False,6
2023-01-28,subway,uncategorized,True,False,6
2023-01-28,subway,weather,True,False,2
2023-01-29,bus,crowding,True,False,12
2023-01-29,bus,mechanical,True,False,49
2023-01-29,bus,operational,True,False,31
2023-01-29,bus,uncategorized,True,False,10
2023-01-29,bus,weather,True,False,4
2023-01-29,streetcar,crowding,True,False,8
2023-01-29,streetcar,mechanical,True,False,4
2023-01-29,streetcar,operational,True,False,10
2023-01-29,streetcar,uncategorized,True,False,3
2023-01-29,subway,crowding,True,False,29
2023-01-29,subway,mechanical,True,False,5
2023-01-29,subway,operational,True,False,9
2023-01-29,subway,uncategorized,True,False,4
2023-01-30,bus,crowding,False,False,12
2023-01-30,bus,crowding,False,True,4
2023-01-30,bus,mechanical,False,False,48
2023-01-30,bus,mechanical,False,True,18
2023-01-30,bus,operational,False,False,23
2023-01-30,bus,operational,False,True,7
2023-01-30,bus,uncategorized,False,False,2
2023-01-30,bus,uncategorized,False,True,3
2023-01-30,bus,weather,False,False,3
2023-01-30,streetcar,crowding,False,False,9
2023-01-30,streetcar,crowding,False,True,1
2023-01-30,streetcar,mechanical,False,False,5
2023-01-30,streetcar,mechanical,False,True,1
2023-01-30,streetcar,operational,False,False,15
2023-01-30,streetcar,operational,False,True,1
2023-01-30,streetcar,uncategorized,False,False,8
2023-01-30,streetcar,uncategorized,False,True,6
2023-01-30,streetcar,weather,False,False,5
2023-01-30,subway,crowding,False,False,31
2023-01-30,subway,crowding,False,True,4
2023-01-30,subway,mechanical,False,False,8
2023-01-30,subway,mechanical,False,True,2
2023-01-30,subway,operational,False,False,8
2023-01-30,subway,operational,False,True,2
2023-01-30,subway,uncategorized,False,False,3
2023-01-30,subway,uncategorized,False,True,2
2023-01-31,bus,crowding,False,False,14
2023-01-31,bus,crowding,False,True,3
2023-01-31,bus,mechanical,False,False,47
2023-01-31,bus,mechanical,False,True,16
2023-01-31,bus,operational,False,False,36
2023-01-31,bus,operational,False,True,12
2023-01-31,bus,uncategorized,False,False,7
2023-01-31,bus,uncategorized,False,True,3
2023-01-31,bus,weather,False,False,4
2023-01-31,bus,weather,False,True,2
2023-01-31,streetcar,crowding,False,False,4
2023-01-31,streetcar,crowding,False,True,1
2023-01-31,streetcar,mechanical,False,False,3
2023-01-31,streetcar,mechanical,False,True,4
2023-01-31,streetcar,operational,False,False,16
2023-01-31,streetcar,operational,False,True,3
2023-01-31,streetcar,uncategorized,False,False,6
2023-01-31,streetcar,uncategorized,False,True,7
2023-01-31,streetcar,weather,False,False,5
2023-01-31,streetcar,weather,False,True,1
2023-01-31,subway,crowding,False,False,37
2023-01-31,subway,crowding,False,True,17
2023-01-31,subway,mechanical,False,False,1
2023-01-31,subway,operational,False,False,7
